Date,Topic,Comment
"['03/16/2020, 23:06:35']",['Hofstra'],"More than 20 U.S. colleges have canceled in-person classes due to the coronavirus — including Columbia, Stanford, Hofstra University, USC and a handful of community colleges in Washington state.
https://t.co/TzBLYjH9zz"
"['03/16/2020, 23:06:35']",['Hofstra'],"In an abundance of caution, Hofstra University is cancelling in-person classes for the upcoming week, beginning on Monday 3/9, as a precautionary measure in light of continuing public health concerns related to COVID-19. More information: https://t.co/cPnt7QYKN9"
"['03/16/2020, 23:06:35']",['Hofstra'],Hofstra University in New York is the latest school to cancel classes due to the threat of the novel coronavirus. https://t.co/mFMsb0Hw0m
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"In little more than a week, NYC has seen 329 confirmed cases of #coronavirus (not to mention the thousands of unconfirmed cases).   How much longer is @NYCMayor willing to wait before the tsunami crushes the healthcare system?  #shutdownNYC #CloseTheSchools"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"#CoronavirusUpdates || The #education secretary initiated action against 10 city schools for running in violation of the #Telangana government orders on complete closure of all educational institutions 

#CautionYesPanicNo
#CloseTheSchools 
#CoronavirusOutbreak 
#COVID2019 https://t.co/lesQWDUmcl"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"A decision on whether to shut schools across Australia will be announced after the PM and state leaders meet with chief medical officers at a special cabinet meeting at midday today
@newscomauHQ #coronavirusaustralia
#coronavirus #CloseTheSchools
https://t.co/6BYhUf1YGt"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"It’s hard to sleep when there’s an absolute moron in charge and knowing that a lot of innocent people are going to die because of it.

#COVID #CancelEverything #CloseTheSchools #CoronavirusPandemic https://t.co/82thku4oBQ"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"#closetheschools! More than 235,000 sign petition calling for Boris Johnson to send pupils home over coronavirus https://t.co/8Gj78kDKmg"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"RT @NoonaPlings: To be clear. It is potentially MORE dangerous to be near Asymptomatic #coronavirus carriers, than those who are clearly si…"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"RT @PLUT0MYG: #COVIDー19 #coronavirus #covid19australia #CloseTheSchools #CloseTheUniversities #Scomovirus #Lockdownaustralia

the world: su…"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"RT @NoonaPlings: To be clear. It is potentially MORE dangerous to be near Asymptomatic #coronavirus carriers, than those who are clearly si…"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"RT @NoonaPlings: To be clear. It is potentially MORE dangerous to be near Asymptomatic #coronavirus carriers, than those who are clearly si…"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"Overcrowding, the age of some school children and wet weather make social distancing impossible. Also no temperature checks, not enough soap in bathrooms &amp; no additional sanitation  @NSWEducation @GladysB @NSWHealth #closetheschools #COVID19au"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"RT @NoonaPlings: To be clear. It is potentially MORE dangerous to be near Asymptomatic #coronavirus carriers, than those who are clearly si…"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"RT @NoonaPlings: To be clear. It is potentially MORE dangerous to be near Asymptomatic #coronavirus carriers, than those who are clearly si…"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"RT @NoonaPlings: To be clear. It is potentially MORE dangerous to be near Asymptomatic #coronavirus carriers, than those who are clearly si…"
"['03/16/2020, 23:06:35']",['CloseTheSchools'],"Are your kids schools closed too? Comment below where your from... I’m from Redding, CA #CoronavirusUSA #momlife #StayAtHome #CloseTheSchools #schoolsoutforcorona #QuarantineLife #COVID19PH"
"['03/16/2020, 23:06:35']",['MichiganVotes'],"They don't have any.  

@dananessel @MIHouseDems @michiganleg @justinamash @RepJackBergman @RashidaTlaib @RepFredUpton 
@RepSlotkin @RepPaulMitchell @RepAndyLevin

#Michigan #MichiganPrimary #michigancoronavirus #michiganvotes #milegislature https://t.co/KOYAzHrHcw"
"['03/16/2020, 23:06:35']",['PrimaryElection'],Tracking the #economy &amp; #stockmarket on #SuperTuesday2 #PrimaryElection night with the amazing #FoxNews election team! #WallStreet bounced back ️1000pts after worst day since 2008 on hopes of #payrolltaxcut &amp; deferments to shield #coronavirus impact! What a treat to be included! https://t.co/c2QDKGtE0I
"['03/16/2020, 23:06:35']",['PrimaryElection'],#suetheDNC This is absolutely insane we CANNOT hold the primaries tomorrow. @DNC be prepared to face the consequences from the deaths you will cause tomorrow. #coronavirus #PrimaryElection #Primary2020 #COVID19
"['03/16/2020, 23:06:35']",['PrimaryElection'],"@glennkirschner2  #PrimaryElection #OhioPrimaryvoting dayMarch 17, 2020

Voting is safe! GOTV #Biden2020

Preventing Spread COVID-19 explained for Election Polls #DemocraticPrimaries 
https://t.co/xOLOhyGt3u"
"['03/16/2020, 23:06:35']",['PrimaryElection'],Ohio canceling and uncanceling and canceling the primary has my head spinning #COVID19 #PrimaryElection https://t.co/53Lw6D6uVX
"['03/16/2020, 23:06:35']",['PrimaryElection'],"@fred_guttenberg #PrimaryElection #OhioPrimaryvoting dayMarch 17, 2020

Voting is safe! GOTV #Biden2020

Preventing Spread COVID-19 explained for Election Polls #DemocraticPrimaries
https://t.co/xOLOhyGt3u"
"['03/16/2020, 23:06:35']",['PrimaryElection'],Tom Perez stands against CDC recommendations of limited gatherings because he won’t call to postpone the elections despite being able to do so. #coronavirus #PrimaryElection https://t.co/SoUzFpWCoQ
"['03/16/2020, 23:06:35']",['PrimaryElection'],For all my Ohio people #coronavirus #PrimaryElection https://t.co/Qu1HDabVRS
"['03/16/2020, 23:06:35']",['PrimaryElection'],"@RVAwonk #PrimaryElection #OhioPrimaryvoting dayMarch 17, 2020

Voting is safe! GOTV #Biden2020

Preventing Spread COVID-19 explained for Election Polls #DemocraticPrimaries
https://t.co/xOLOhyGt3u"
"['03/16/2020, 23:06:35']",['PrimaryElection'],It is time to take action now. @RonDeSantisFL #ExtendtheVoteFL #COVID19 #PrimaryElection https://t.co/mh6o2ahU69
"['03/16/2020, 23:06:35']",['MisquoteAQuote'],I have COVID-19 and the only cure is more cowbell! #MisquoteAQuote
"['03/16/2020, 23:06:35']",['TheResident'],"Excuse me, Dr. B. Did you not read the CDC's COVID-19 warning?! #TheResident https://t.co/fv0jDWrjV4"
"['03/16/2020, 23:06:35']",['TheResident'],#TheResident is officially on hiatus due to the #coronavirus.  There are 20 episodes of our season completed so we will remain on the air for a while.  318 airs this Tuesday.  We are deeply relieved and grateful to Disney for prioritizing our cast and crew.
"['03/16/2020, 23:06:35']",['TheResident'],@ResidentFOX @FOXTV Excited for this! Only #TheResident specially Conrad and Nic  are my only happinnes right due to #COVID19 
"['03/16/2020, 23:06:35']",['TheResident'],I never knew that #TheResident had more than one season! Now I know what I’m doing since everything is closed #CoronavirusOutbreak #COVID19
"['03/17/2020, 20:56:50']",['SuperTuesday2'],Wow! So much for the Latino vote being there for Bernard in Florida #SuperTuesday2 #COVID19
"['03/17/2020, 20:56:50']",['SuperTuesday2'],"Bernie Sanders has already addressed his supporters via video. He did not discuss the #SuperTuesday2 primaries. Instead, he tackled the coronavirus crisis."
"['03/17/2020, 20:56:50']",['SuperTuesday2'],#SuperTuesday #SuperTuesday2 #Florida #FloridaPrimary #VoteBlueNoMatterWho will not be please to hear nobody went to vote. Not bc #coronavirus but @TheDemocrats stink! #TrumpPence2020 #Broward #BrowardCounty https://t.co/OgzRc9I42I
"['03/17/2020, 20:56:50']",['Sears Tower'],"I saw ""Sears Tower"" trending and was afraid it had either died or caught the coronavirus."
"['03/17/2020, 20:56:50']",['Sears Tower'],"If my Justin Bieber concert in June gets cancelled bc of coronavirus, I am jumping off the sears tower"
"['03/17/2020, 20:56:50']",['Catholics for Trump'],"Out of an abundance of caution because of the coronavirus outbreak, the President’s campaign is postponing the Catholics for Trump event scheduled for March 19th in Milwaukee. It will be rescheduled."
"['03/17/2020, 20:56:50']",['Catholics for Trump'],"RT @TimMurtaugh: Out of an abundance of caution because of the coronavirus outbreak, the President’s campaign is postponing the Catholics f…"
"['03/17/2020, 20:56:50']",['Alex Jones'],"NRA board member Ted Nugent discussed coronavirus with Alex Jones, and said that ""Asian culture"" is “evil” https://t.co/IbRtoK3vih"
"['03/17/2020, 20:56:50']",['Alex Jones'],"I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his website.
 
If he doesn't cease &amp; desist these activities immediately, I won't hesitate to take legal action &amp; hold him accountable for the harm he’s caused."
"['03/17/2020, 20:56:50']",['Alex Jones'],"Big John and DV discuss the ongoing COVID-19 pandemic, ways to protect yourself, and the saintly work being done by Alex Jones. Don’t miss it! #Coronavirus #Pandemic #Infowars #SoundCloud https://t.co/YqgCIB3nLK"
"['03/17/2020, 20:56:50']",['Alex Jones'],@ClayTravis You are right up there with Sheriff Clarke and Alex Jones with your nonsense.  A coronavirus truther.
"['03/17/2020, 20:56:50']",['Rask'],Tuukka Rask leaving #Bruins practice after it was cancelled Bev of #CoronavirusPandemic. https://t.co/3iAOgi9PxA
"['03/17/2020, 20:56:50']",['US Soccer'],"Dutch soccer fans gathered in front of a hospital in Breda, Netherlands, to thank staff for working through the coronavirus outbreak, holding a large banner that read ""the heroes of Breda work here,"" and was later hung from the exterior of the hospital. https://t.co/us2gDelCfi https://t.co/NyjgxJLEIi"
"['03/17/2020, 20:56:50']",['US Soccer'],"Valencia say 35% of squad, staff tested positive for coronavirus https://t.co/9ioqQXGOBt https://t.co/9oYD4SSdp2"
"['03/17/2020, 20:56:50']",['US Soccer'],"The 24-nation Euro 2020 soccer tournament, which was scheduled for June, has been postponed to 2021 over #coronavirus outbreak https://t.co/pyL89hUbQp https://t.co/P1ZONAHwR9"
"['03/17/2020, 20:56:50']",['US Soccer'],Valencia's Mangala tests positive for coronavirus https://t.co/ADUIRGUyll https://t.co/PQulEBgywa
"['03/17/2020, 20:56:50']",['US Soccer'],"The head of Japanese soccer, who is also the vice chairman of the Japan Olympic Committee, has tested positive for the coronavirus. He had recently visited Europe and the US. 

by @mariyamaguchi 
https://t.co/FQrne56xU7"
"['03/17/2020, 20:56:50']",['US Soccer'],"RT @Reuters: The 24-nation Euro 2020 soccer tournament, which was scheduled for June, has been postponed to 2021 over #coronavirus outbreak…"
"['03/17/2020, 20:56:50']",['Robert Morris'],#BREAKING: Robert Morris University says an official who worked the NEC men's basketball championship game at the UPMC Events Center has tested positive for coronavirus. https://t.co/1peuQKu5jL
"['03/17/2020, 20:56:50']",['Robert Morris'],JUST IN: Robert Morris University confirmed an official who worked the men's basketball conference championship game at UPMC Events Center has tested positive for coronavirus. https://t.co/xIoPJZFVxC https://t.co/vGXX4hLJuq
"['03/17/2020, 20:56:50']",['Robert Morris'],"COVID-19 Update:

Effective Monday, March 16, Robert Morris University will conduct all classes online or using alternative instructional methods through April 27.

Classes are canceled Thursday and Friday, March 12-13 for faculty and staff to prepare.

 https://t.co/ZCfIX7xoc6 https://t.co/h6PQuIBEPD"
"['03/17/2020, 20:56:50']",['Robert Morris'],Official who worked NEC Championship game at Robert Morris tests positive for coronavirus https://t.co/gds1ZlXoA8
"['03/17/2020, 20:56:50']",['Robert Morris'],RT @WTAE: Official who worked NEC Championship game at Robert Morris tests positive for coronavirus https://t.co/OfFsWxTAXs
"['03/17/2020, 20:56:50']",['Robert Morris'],"JUST IN: Official at SFU vs Robert Morris game tests positive for coronavirus. 

https://t.co/PP1bLduSF1 https://t.co/81wkUOXeCe"
"['03/17/2020, 20:56:50']",['Robert Morris'],RT @WTAE: Official who worked NEC Championship game at Robert Morris tests positive for coronavirus https://t.co/OfFsWxTAXs
"['03/17/2020, 20:56:50']",['Robert Morris'],Northeast Conference has informed Robert Morris &amp; St. Francis PA that an official who worked NEC men’s basketball final at RMU on March 10 has tested positive for the COVID-19 virus. #BCTsports #rmu https://t.co/qcXKcLXbaf
"['03/17/2020, 20:56:50']",['Robert Morris'],RT @WTAE: Official who worked NEC Championship game at Robert Morris tests positive for coronavirus https://t.co/OfFsWxTAXs
"['03/17/2020, 20:56:50']",['Robert Morris'],Official who worked NEC Championship game at Robert Morris tests positive for coronavirus https://t.co/OfFsWxTAXs
"['03/17/2020, 20:56:50']",['Robert Morris'],"An official who worked the Northeast Conference men's basketball championship game at Robert Morris University has tested positive for COVID-19, the conference said Tuesday night.

https://t.co/wDkGZJoWCm"
"['03/17/2020, 20:56:50']",['Robert Morris'],Official who worked NEC Championship game at Robert Morris tests positive for coronavirus https://t.co/Gqn2Q9Hnxx
"['03/17/2020, 20:56:50']",['Hofstra'],"Het coronavirus brengt een extra uitdaging met zich mee: meer bewegen! “Een krachtig afweersysteem is cruciaal, zeker nu”, stellen de hoogleraren Erik Scherder, Leonard Hofstra en Eric van Gorp. “We kunnen zelf ons afweersysteem sterker maken!”  @NPORadio5
https://t.co/RKop01OQLg"
"['03/17/2020, 20:56:50']",['Hofstra'],"More than 20 U.S. colleges have canceled in-person classes due to the coronavirus — including Columbia, Stanford, Hofstra University, USC and a handful of community colleges in Washington state.
https://t.co/TzBLYjH9zz"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"I’m a big advocate for Home-schooling tho, so if anything maybe the Chinese Virus will get more parents home-schooling their kids and out of the Leftist public ‘education’ system! 
#CloseTheSchools #COVID2019"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"Is your child's school closed?
Do you need childcare?
We've opened up our platform today to offer FREE messaging for all NHS staff, carers and parents in need of help and support. Stay safe and take care.
#coronavirus #corona #covid19  #schools #closetheschools #childcare"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"In little more than a week, NYC has seen 329 confirmed cases of #coronavirus (not to mention the thousands of unconfirmed cases).   How much longer is @NYCMayor willing to wait before the tsunami crushes the healthcare system?  #shutdownNYC #CloseTheSchools"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"It’s hard to sleep when there’s an absolute moron in charge and knowing that a lot of innocent people are going to die because of it.

#COVID #CancelEverything #CloseTheSchools #CoronavirusPandemic https://t.co/82thku4oBQ"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"#closetheschools! More than 235,000 sign petition calling for Boris Johnson to send pupils home over coronavirus https://t.co/8Gj78kDKmg"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"Previous outbreaks with early #CloseTheSchools showed it delayed transmission for a bit.  

And then led to a HIGHER THAN PREVIOUSLY EXPECTED PEAK.   For behavioural and viral reasons. 

Too early and it doesn’t work.  It is complex. 

Work with this lot not the #FakeNews https://t.co/MQAUJYXD66"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"A decision on whether to shut schools across Australia will be announced after the PM and state leaders meet with chief medical officers at a special cabinet meeting at midday today
@newscomauHQ #coronavirusaustralia
#coronavirus #CloseTheSchools
https://t.co/6BYhUf1YGt"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"NSW school holidays are supposed to be Monday 13 April to Friday 24 April - just bring them forward a couple of weeks @GladysB @ScottMorrisonMP 

#auspol #CloseTheSchools #coronavirusaus #coronavirus #covid19 #ShutTheSchools https://t.co/lHS6EB1Pc1"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"RT @HectorSolon: US State #COVID19 #mitigation/action LIST via @AEI (yeah, them) shows NINE States yet to close their schools (CA CO ID IA…"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],#COVID19 #survey #comment #opinion #thepeople #use #worldnews #globalnews #CoronavirusOutbreak #CloseTheSchools #StayHome #China #outbreak
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"RT @Mefusen_Jam: Has anyone seen Boris? #CloseTheSchools #PartTimePrimeMinister 
#coronavirus https://t.co/QRcdX82IKZ"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"@RUSDLink guess it's official then. RUSD schools will be closed until April 30.
#coronavirus 
#RiversideCounty 
#CloseTheSchools 
#CoronaVirusUpdate https://t.co/KkOCWZl1D0 https://t.co/kH3mFwV60q"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],California Gov Gavin Newsom says schools unlikely to reopen remainder of school year. #COVID2019 #CloseTheSchools #coronavirus
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"Just overheard the best excuse to miss school due to #coronavirus “Due to the current state of the country, I will not be attending school”

#Covid_19 #COVID19Aus #CloseTheSchoolsNow #CloseTheSchools #Lockdownaustralia #lockdown"
"['03/17/2020, 20:56:50']",['CloseTheSchools'],"One of the immunocompromised are with respiratory ailments. Watch to learn more.

#COVID2019uk
#COVID2019
#pulmonary
#stayhomechallenge
#Confinementotal
#coronasongs
#DoctorsSpeakUp
#CloseTheSchools

https://t.co/Zt9geNTCo3"
"['03/17/2020, 20:56:50']",['MichiganVotes'],@DaysSinceI Read the Q drops. #QAnon #WWG1GWA #TheGreatAwakening #TrustThePlan #Adrenochrome #5Gharvesting #FlynnWasSetup #hoax #stormisuponus #LoseWithBiden #MichiganVotes #COVID19
"['03/17/2020, 20:56:50']",['MichiganVotes'],RT @AliAlAhmed_en: I can confirm that an employee at @StateDept has tested positive for #coronavirus . #CPACcoronavirus #MichiganVotes
"['03/17/2020, 20:56:50']",['MichiganVotes'],@realDonaldTrump Listen if you insult @GovWhitmer you are in fact NOT standing with Michigan but against us.  This is not a time to further your political agenda.  #puremichigan #michigancoronavirus #michiganvotes
"['03/17/2020, 20:56:50']",['MichiganVotes'],@BillKristol @gtconway3d Michigander here. @GovWhitmer is doing a great job. I feel she is taking all the appropriate steps to keep us safe. @realDonaldTrump is just butt hurt because she called his administration out on @MSNBC. #coronavirus #CoronavirusOutbreak #MichiganPrimary #michiganvotes
"['03/17/2020, 20:56:50']",['PrimaryElection'],#PrimaryElection: Our goals are that everyone who wants to vote will be able to vote and that no one has to choose between their constitutional right to vote and their health. #COVID19 #COVID19OhioReady
"['03/17/2020, 20:56:50']",['PrimaryElection'],Tracking the #economy &amp; #stockmarket on #SuperTuesday2 #PrimaryElection night with the amazing #FoxNews election team! #WallStreet bounced back ️1000pts after worst day since 2008 on hopes of #payrolltaxcut &amp; deferments to shield #coronavirus impact! What a treat to be included! https://t.co/c2QDKGtE0I
"['03/17/2020, 23:52:20']",['TheFlash'],RT @Pagmyst: Well there we go...apparently #TheFlash has suspended production of Season 6 due to the coronavirus pandemic. I’d expect #Supe…
"['03/17/2020, 23:52:20']",['SiestaKey'],"Beachgoers draw circles in the sand, use pool noodles to create social distance @fox13news #siestakey #sarasota #COVID19 #coronavirus https://t.co/Bgfm72PngA"
"['03/17/2020, 23:52:20']",['SiestaKey'],"RT @kkuizon: Beachgoers draw circles in the sand, use pool noodles to create social distance @fox13news #siestakey #sarasota #COVID19 #coro…"
"['03/17/2020, 23:52:20']",['SiestaKey'],"RT @kkuizon: Beachgoers draw circles in the sand, use pool noodles to create social distance @fox13news #siestakey #sarasota #COVID19 #coro…"
"['03/17/2020, 23:52:20']",['SiestaKey'],"RT @kkuizon: Beachgoers draw circles in the sand, use pool noodles to create social distance @fox13news #siestakey #sarasota #COVID19 #coro…"
"['03/17/2020, 23:52:20']",['SiestaKey'],"Beachgoers draw circles in the sand, use pool noodles to create social distance @fox13news #siestakey #sarasota #COVID19 #coronavirus https://t.co/Bgfm72PngA"
"['03/17/2020, 23:52:20']",['Sears Tower'],"I saw ""Sears Tower"" trending and was afraid it had either died or caught the coronavirus."
"['03/17/2020, 23:52:20']",['Sears Tower'],"If my Justin Bieber concert in June gets cancelled bc of coronavirus, I am jumping off the sears tower"
"['03/17/2020, 23:52:20']",['Catholics for Trump'],"Out of an abundance of caution because of the coronavirus outbreak, the President’s campaign is postponing the Catholics for Trump event scheduled for March 19th in Milwaukee. It will be rescheduled."
"['03/17/2020, 23:52:20']",['Catholics for Trump'],"RT @TimMurtaugh: Out of an abundance of caution because of the coronavirus outbreak, the President’s campaign is postponing the Catholics f…"
"['03/17/2020, 23:52:20']",['Alex Jones'],"NRA board member Ted Nugent discussed coronavirus with Alex Jones, and said that ""Asian culture"" is “evil” https://t.co/IbRtoK3vih"
"['03/17/2020, 23:52:20']",['Alex Jones'],"I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his website.
 
If he doesn't cease &amp; desist these activities immediately, I won't hesitate to take legal action &amp; hold him accountable for the harm he’s caused."
"['03/17/2020, 23:52:20']",['Alex Jones'],"@ZapotecMathmatx @PlenumTriune I mean, feel free to think that the US has somehow undercounted millions of cases of coronavirus because we've now reached Alex Jones level of conspiracy theories so why not go full tilt on the magical thinking?"
"['03/17/2020, 23:52:20']",['Miracle Whip'],Idc how bad the world gets with this COVID19 stuff. I will not buy Miracle Whip. It’s mayonnaise until I die guys.
"['03/17/2020, 23:52:20']",['Rask'],Tuukka Rask leaving #Bruins practice after it was cancelled Bev of #CoronavirusPandemic. https://t.co/3iAOgi9PxA
"['03/17/2020, 23:52:20']",['US Soccer'],"Dutch soccer fans gathered in front of a hospital in Breda, Netherlands, to thank staff for working through the coronavirus outbreak, holding a large banner that read ""the heroes of Breda work here,"" and was later hung from the exterior of the hospital. https://t.co/us2gDelCfi https://t.co/NyjgxJLEIi"
"['03/17/2020, 23:52:20']",['US Soccer'],"Valencia say 35% of squad, staff tested positive for coronavirus https://t.co/9ioqQXGOBt https://t.co/9oYD4SSdp2"
"['03/17/2020, 23:52:20']",['US Soccer'],"The 24-nation Euro 2020 soccer tournament, which was scheduled for June, has been postponed to 2021 over #coronavirus outbreak https://t.co/pyL89hUbQp https://t.co/P1ZONAHwR9"
"['03/17/2020, 23:52:20']",['US Soccer'],The Euro 2020 soccer Championship has been postponed to 2021 due to the #coronavirus pandemic https://t.co/pyL89hUbQp https://t.co/EhFNJMSfOb
"['03/17/2020, 23:52:20']",['US Soccer'],Valencia's Mangala tests positive for coronavirus https://t.co/ADUIRGUyll https://t.co/PQulEBgywa
"['03/17/2020, 23:52:20']",['US Soccer'],"Spanish soccer coach for Atletico Portada Alta dies from coronavirus at age 21

LINK:  https://t.co/03q5Rlb9Bx"
"['03/17/2020, 23:52:20']",['US Soccer'],RT @Reuters: The Euro 2020 soccer Championship has been postponed to 2021 due to the #coronavirus pandemic https://t.co/pyL89hUbQp https://…
"['03/17/2020, 23:52:20']",['US Soccer'],RT @beINSPORTSUSA: Russia suspends all soccer in the country until April 10 as they deal with a rise in coronavirus cases. https://t.co/tCy…
"['03/17/2020, 23:52:20']",['US Soccer'],RT @Reuters: The Euro 2020 soccer Championship has been postponed to 2021 due to the #coronavirus pandemic https://t.co/pyL89hUbQp https://…
"['03/17/2020, 23:52:20']",['US Soccer'],Russia suspends all soccer in the country until April 10 as they deal with a rise in coronavirus cases. https://t.co/tCy348SwDO
"['03/17/2020, 23:52:20']",['Robert Morris'],#BREAKING: Robert Morris University says an official who worked the NEC men's basketball championship game at the UPMC Events Center has tested positive for coronavirus. https://t.co/1peuQKu5jL
"['03/17/2020, 23:52:20']",['Robert Morris'],JUST IN: Robert Morris University confirmed an official who worked the men's basketball conference championship game at UPMC Events Center has tested positive for coronavirus. https://t.co/xIoPJZFVxC https://t.co/vGXX4hLJuq
"['03/17/2020, 23:52:20']",['Robert Morris'],Official who worked NEC tournament game at Robert Morris tests positive for COVID-19 https://t.co/Iij38a1sXN
"['03/17/2020, 23:52:20']",['Robert Morris'],Official who worked NEC Championship game at Robert Morris tests positive for coronavirus https://t.co/OfFsWxTAXs
"['03/17/2020, 23:52:20']",['Robert Morris'],"COVID-19 Update:

Effective Monday, March 16, Robert Morris University will conduct all classes online or using alternative instructional methods through April 27.

Classes are canceled Thursday and Friday, March 12-13 for faculty and staff to prepare.

 https://t.co/ZCfIX7xoc6 https://t.co/h6PQuIBEPD"
"['03/17/2020, 23:52:20']",['Robert Morris'],MBB Official at @redflashMBB vs @RMUAthletics  #NEC championship game tests positive for coronavirus. Yikes! @murphykeith https://t.co/o2RLoeZO8X
"['03/17/2020, 23:52:20']",['Robert Morris'],RT @WTAE: Official who worked NEC Championship game at Robert Morris tests positive for coronavirus https://t.co/OfFsWxTAXs
"['03/17/2020, 23:52:20']",['Hofstra'],"Het coronavirus brengt een extra uitdaging met zich mee: meer bewegen! “Een krachtig afweersysteem is cruciaal, zeker nu”, stellen de hoogleraren Erik Scherder, Leonard Hofstra en Eric van Gorp. “We kunnen zelf ons afweersysteem sterker maken!”  @NPORadio5
https://t.co/RKop01OQLg"
"['03/17/2020, 23:52:20']",['Hofstra'],"More than 20 U.S. colleges have canceled in-person classes due to the coronavirus — including Columbia, Stanford, Hofstra University, USC and a handful of community colleges in Washington state.
https://t.co/TzBLYjH9zz"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"I’m a big advocate for Home-schooling tho, so if anything maybe the Chinese Virus will get more parents home-schooling their kids and out of the Leftist public ‘education’ system! 
#CloseTheSchools #COVID2019"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"Is your child's school closed?
Do you need childcare?
We've opened up our platform today to offer FREE messaging for all NHS staff, carers and parents in need of help and support. Stay safe and take care.
#coronavirus #corona #covid19  #schools #closetheschools #childcare"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"In little more than a week, NYC has seen 329 confirmed cases of #coronavirus (not to mention the thousands of unconfirmed cases).   How much longer is @NYCMayor willing to wait before the tsunami crushes the healthcare system?  #shutdownNYC #CloseTheSchools"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"It’s hard to sleep when there’s an absolute moron in charge and knowing that a lot of innocent people are going to die because of it.

#COVID #CancelEverything #CloseTheSchools #CoronavirusPandemic https://t.co/82thku4oBQ"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"#closetheschools! More than 235,000 sign petition calling for Boris Johnson to send pupils home over coronavirus https://t.co/8Gj78kDKmg"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"Previous outbreaks with early #CloseTheSchools showed it delayed transmission for a bit.  

And then led to a HIGHER THAN PREVIOUSLY EXPECTED PEAK.   For behavioural and viral reasons. 

Too early and it doesn’t work.  It is complex. 

Work with this lot not the #FakeNews https://t.co/MQAUJYXD66"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"A decision on whether to shut schools across Australia will be announced after the PM and state leaders meet with chief medical officers at a special cabinet meeting at midday today
@newscomauHQ #coronavirusaustralia
#coronavirus #CloseTheSchools
https://t.co/6BYhUf1YGt"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],#COVID-19 #stayhome #closetheschools https://t.co/EEXtAktVzx
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"Someone please try to save employees working in private firms in India 

Employer toh WFH dene ko hi nai tayar ...

Ek Pareshan Mulazim 

#coronavirusindia 
#covidindia 
#coronavirusinindia 
#Coronaindia 
#CloseTheSchools 
#CloseThePubs 
#CloseBordersNow"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"RT @paigezpage: #StayHome #CloseTheSchools #COVID19au 

I hated sending my kids off to school today but we’ve been warned that we’ll be pur…"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"The Honourable Mark McGowan. Premier of Western Australia: We need to lock down Western Australia's Borders and isolate the state's population. - Sign the Petition! https://t.co/1mn1ilgkdn via @ChangeAUS 

#coronavirusaus #publichealth 
#CloseTheSchools"
"['03/17/2020, 23:52:20']",['CloseTheSchools'],We’re so overdue with school closures Ive been talking a lot about this but there’s been a few students in my schools that have the coronavirus!! Of course now they’re probably quarantined but the schools are still open and Sco Mo has been so useless such a dick #CloseTheSchools
"['03/17/2020, 23:52:20']",['CloseTheSchools'],"It's a good thing that kids:
a) wash their hands
b) understand physical boundaries
c) stay away from their grandparents #closetheschools #COVID2019AU"
"['03/17/2020, 23:52:20']",['MichiganVotes'],@DaysSinceI Read the Q drops. #QAnon #WWG1GWA #TheGreatAwakening #TrustThePlan #Adrenochrome #5Gharvesting #FlynnWasSetup #hoax #stormisuponus #LoseWithBiden #MichiganVotes #COVID19
